second,track_angle,altitude,groundspeed,on_taxiway
6783.0,206.41658171250998,2460.0,150.35546875,0.0
6784.0,205.25084815279098,2460.453125,151.35546875,0.0
6785.0,204.71527864143798,2464.0,152.35546875,0.0
6786.0,203.972348374431,2463.546875,153.35546875,0.0
6787.0,203.34317892028702,2460.0,154.0,0.0
6788.0,202.672662357072,2460.0,154.35546875,0.0
6789.0,201.991538824717,2460.0,155.0,0.0
6790.0,201.613903550635,2459.546875,155.0,0.0
6791.0,201.66013059558998,2455.546875,155.35546875,0.0
6792.0,201.427997787163,2452.0,156.0,0.0
6793.0,200.83886703164902,2452.0,156.0,0.0
6794.0,200.505160783098,2451.546875,156.0,0.0
6795.0,200.03932493362,2448.0,155.64453125,0.0
6796.0,200.028640180972,2447.546875,155.0,0.0
6797.0,200.09455768033501,2444.453125,154.64453125,0.0
6798.0,200.16047517969898,2448.0,154.0,0.0
6799.0,200.11080370465402,2448.0,153.64453125,0.0
6800.0,200.480865068152,2448.0,153.0,0.0
6801.0,200.61681083159098,2448.0,153.0,0.0
6802.0,200.70469284371998,2448.0,152.64453125,0.0
6803.0,201.188534293648,2448.0,152.0,0.0
6804.0,201.263257920742,2448.0,151.64453125,0.0
6805.0,201.566746179015,2448.0,151.0,0.0
6806.0,201.614809930325,2448.0,150.64453125,0.0
6807.0,201.668751451716,2448.0,150.0,0.0
6808.0,202.11356161444698,2448.0,150.0,0.0
6809.0,202.315432864271,2448.0,150.0,0.0
6810.0,202.469240362785,2448.453125,150.0,0.0
6811.0,202.818653076791,2452.0,150.0,0.0
6812.0,203.344857034245,2452.0,150.0,0.0
6813.0,203.28717703835,2452.0,150.0,0.0
6814.0,203.43685779810798,2452.0,150.0,0.0
6815.0,203.40046743554902,2452.0,150.0,0.0
6816.0,203.731847786752,2452.0,150.0,0.0
6817.0,203.82385653763802,2452.0,150.0,0.0
6818.0,203.867801537214,2452.0,150.0,0.0
6819.0,203.87321687865298,2452.0,150.0,0.0
6820.0,204.119705919031,2452.0,150.0,0.0
6821.0,204.10185217097802,2452.0,150.0,0.0
6822.0,204.035934671614,2452.0,150.0,0.0
6823.0,203.96231124062402,2451.546875,150.0,0.0
6824.0,203.876204897766,2448.0,150.0,0.0
6825.0,203.788314898615,2448.0,150.0,0.0
6826.0,204.003913157736,2448.0,150.0,0.0
6827.0,204.010322499659,2448.0,150.0,0.0
6828.0,204.04356556147098,2448.0,150.0,0.0
6829.0,203.784022302775,2448.453125,150.0,0.0
6830.0,203.77990355104,2452.0,149.64453125,0.0
6831.0,203.769907029225,2452.0,149.0,0.0
6832.0,203.97601838261502,2452.0,149.0,0.0
6833.0,203.914219634986,2452.453125,149.0,0.0
6834.0,203.500868877775,2456.0,149.0,0.0
6835.0,203.45853160193403,2456.0,149.0,0.0
6836.0,203.651501755405,2456.453125,149.0,0.0
6837.0,203.56773849501099,2460.0,149.0,0.0
6838.0,203.739399741579,2460.0,149.35546875,0.0
6839.0,204.12390622843898,2460.0,150.0,0.0
6840.0,204.028295794735,2460.0,150.0,0.0
6841.0,203.852515796432,2459.546875,150.0,0.0
6842.0,203.98022405640202,2456.0,150.0,0.0
6843.0,204.263879110464,2455.546875,149.64453125,0.0
6844.0,204.72229493066,2452.0,149.0,0.0
6845.0,206.116146713786,2452.0,148.64453125,0.0
6846.0,208.261166267388,2451.546875,147.64453125,0.0
6847.0,210.962877139238,2447.546875,146.2890625,0.0
6848.0,213.523540188238,2444.0,144.64453125,0.0
6849.0,216.050313767657,2443.546875,143.2890625,0.0
6850.0,218.577087347076,2440.0,141.2890625,0.0
6851.0,221.499820364294,2440.0,139.64453125,0.0
6852.0,224.62041207522302,2440.0,138.2890625,0.0
6853.0,227.762407661678,2439.546875,136.64453125,0.0
6854.0,230.904403248132,2436.0,135.64453125,0.0
6855.0,234.23904712526902,2435.546875,134.64453125,0.0
6856.0,237.58227554080102,2431.546875,133.64453125,0.0
6857.0,240.92203161236802,2427.09375,132.64453125,0.0
6858.0,244.565275942208,2419.09375,131.64453125,0.0
6859.0,248.179524707084,2411.09375,130.64453125,0.0
6860.0,251.668944353296,2403.09375,129.64453125,0.0
6861.0,255.140527436568,2395.09375,128.64453125,0.0
6862.0,258.61211051984,2386.640625,127.64453125,0.0
6863.0,261.880382455995,2375.09375,126.64453125,0.0
6864.0,265.262868495105,2366.640625,126.0,0.0
6865.0,268.061565549491,2354.640625,126.0,0.0
6866.0,270.15715858471196,2343.09375,126.0,0.0
6867.0,271.799194337651,2334.640625,126.0,0.0
6868.0,273.002297697938,2322.640625,126.35546875,0.0
6869.0,273.537875196315,2310.640625,127.0,0.0
6870.0,273.977325192071,2298.640625,127.0,0.0
6871.0,274.293480281791,2286.640625,127.0,0.0
6872.0,274.713397039916,2274.1875,127.0,0.0
6873.0,274.849350790377,2258.640625,127.0,0.0
6874.0,274.633752531256,2246.640625,127.0,0.0
6875.0,274.346972725943,2234.1875,127.35546875,0.0
6876.0,274.326232443302,2218.640625,127.64453125,0.0
6877.0,274.044716684818,2207.09375,127.0,0.0
6878.0,273.715137175023,2199.09375,127.0,0.0
6879.0,273.416381391737,2191.09375,127.0,0.0
6880.0,272.864068997646,2182.640625,127.0,0.0
6881.0,272.574315735692,2170.640625,127.0,0.0
6882.0,272.636114483321,2159.09375,127.0,0.0
6883.0,272.722859187379,2151.09375,127.0,0.0
6884.0,272.16517863929,2142.640625,127.0,0.0
6885.0,271.809507877974,2131.09375,127.35546875,0.0
6886.0,272.10887738451197,2122.1875,128.0,0.0
6887.0,272.41190321414297,2106.640625,128.0,0.0
6888.0,272.261645843101,2094.640625,128.0,0.0
6889.0,272.041920845223,2083.09375,128.0,0.0
6890.0,271.82219584734503,2074.640625,128.0,0.0
6891.0,271.42227749722997,2062.640625,128.0,0.0
6892.0,271.47751024394597,2050.640625,128.0,0.0
6893.0,271.609345242672,2038.1875,128.0,0.0
6894.0,272.044668499672,2022.640625,128.35546875,0.0
6895.0,272.50493771309897,2010.640625,129.0,0.0
6896.0,272.624269932654,1998.1875,128.64453125,0.0
6897.0,272.386699173745,1982.1875,128.0,0.0
6898.0,272.404552921799,1966.640625,128.0,0.0
6899.0,272.17468809451697,1954.1875,128.0,0.0
6900.0,272.212730686064,1938.640625,127.64453125,0.0
6901.0,272.300620685215,1926.640625,127.0,0.0
6902.0,272.38851068436696,1914.1875,127.0,0.0
6903.0,272.826124531554,1898.640625,127.0,0.0
6904.0,272.779723084707,1887.09375,127.0,0.0
6905.0,272.34440781473,1878.640625,127.0,0.0
6906.0,272.164517051715,1866.640625,127.0,0.0
6907.0,272.282236776893,1854.640625,127.0,0.0
6908.0,272.360639870313,1842.640625,127.0,0.0
6909.0,272.426557369676,1831.09375,127.0,0.0
6910.0,272.18898661076696,1822.640625,127.0,0.0
6911.0,272.15289883743,1810.640625,127.35546875,0.0
6912.0,272.077494432335,1798.640625,128.0,0.0
6913.0,272.29309269145597,1787.09375,128.0,0.0
6914.0,272.556754701888,1778.1875,128.0,0.0
6915.0,272.51692845404597,1762.640625,128.0,0.0
6916.0,272.42903845489496,1750.640625,128.0,0.0
6917.0,272.341148455744,1738.640625,128.0,0.0
6918.0,272.55674671486497,1726.1875,128.0,0.0
6919.0,272.804996862042,1710.640625,128.0,0.0
6920.0,273.028281185485,1699.09375,128.0,0.0
6921.0,272.641021679796,1690.640625,128.0,0.0
6922.0,272.461122929759,1678.640625,128.0,0.0
6923.0,272.321581999405,1666.640625,128.0,0.0
6924.0,272.169558157184,1654.1875,128.0,0.0
6925.0,272.622727175215,1638.640625,128.0,0.0
6926.0,272.868535437593,1626.1875,128.0,0.0
6927.0,272.567186474897,1610.640625,128.0,0.0
6928.0,272.647959033988,1598.1875,127.64453125,0.0
6929.0,272.49827827422996,1582.640625,127.0,0.0
6930.0,272.604022021435,1570.640625,126.64453125,0.0
6931.0,272.711593930186,1558.640625,126.0,0.0
6932.0,272.744268367737,1547.09375,126.0,0.0
6933.0,272.462752609252,1539.09375,126.0,0.0
6934.0,272.740149616002,1530.640625,126.35546875,0.0
6935.0,272.5837569251,1519.09375,127.0,0.0
6936.0,271.84908933369996,1510.640625,127.0,0.0
6937.0,271.94659557743597,1498.640625,127.0,0.0
6938.0,272.188293075102,1486.640625,127.35546875,0.0
6939.0,272.617889856632,1474.640625,128.0,0.0
6940.0,272.604818453198,1462.640625,128.0,0.0
6941.0,272.213440195774,1450.1875,128.0,0.0
6942.0,272.077486445313,1434.640625,128.0,0.0
6943.0,272.316202499316,1422.640625,128.0,0.0
6944.0,272.640431040229,1410.1875,127.64453125,0.0
6945.0,272.363034033479,1395.09375,127.0,0.0
6946.0,272.292997782381,1386.640625,127.0,0.0
6947.0,272.690102515274,1374.640625,127.0,0.0
6948.0,272.715538160934,1362.640625,127.0,0.0
6949.0,272.36811289010797,1350.640625,127.0,0.0
6950.0,272.276112126245,1338.640625,127.0,0.0
6951.0,272.654209271183,1326.640625,127.0,0.0
6952.0,272.525355775666,1314.640625,127.0,0.0
6953.0,272.609119036061,1302.640625,127.0,0.0
6954.0,272.437457789493,1291.09375,127.0,0.0
6955.0,272.31790990276903,1282.640625,127.0,0.0
6956.0,272.05715161204,1270.640625,127.35546875,0.0
6957.0,272.378493618366,1258.640625,128.0,0.0
6958.0,272.795963127312,1246.640625,128.35546875,0.0
6959.0,273.182608909749,1234.640625,129.0,0.0
6960.0,272.912346528174,1223.09375,129.0,0.0
6961.0,272.842310277076,1215.09375,129.35546875,0.0
6962.0,272.516849519016,1206.640625,130.0,0.0
6963.0,271.878366409509,1194.640625,130.0,0.0
6964.0,271.861210624571,1182.640625,130.35546875,0.0
6965.0,272.252588881995,1170.640625,131.0,0.0
6966.0,272.388542632456,1158.1875,131.35546875,0.0
6967.0,272.71056750523496,1142.640625,132.0,0.0
6968.0,272.968309922523,1130.1875,132.0,0.0
6969.0,272.906511174894,1114.640625,132.0,0.0
6970.0,272.493160417682,1102.640625,132.0,0.0
6971.0,272.51247059486,1090.1875,132.0,0.0
6972.0,272.56346323801,1074.640625,132.0,0.0
6973.0,272.303927966336,1062.1875,132.0,0.0
6974.0,272.60330545989603,1046.640625,132.0,0.0
6975.0,272.59514508665,1034.640625,132.0,0.0
6976.0,272.376643107826,1022.1875,132.0,0.0
6977.0,272.43844185545504,1006.640625,132.0,0.0
6978.0,272.85179261266603,994.1875,132.0,0.0
6979.0,273.159088488643,979.09375,131.64453125,0.0
